what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineStart,1229107305453
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1229107310271
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1229107311286
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229107326406
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.print,1229107326798
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229107326830
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1229107331613
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229107332458
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229107356804
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229107361906
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229107412716
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineStart,1229107414714
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineStart,1229107415278
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1229107418608
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1229107419346
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.deletePreviousWord,1229107436808
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1229107447294
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229107451889
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229107470564
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229107471630
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229107472774
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineStart,1229107473395
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1229107475473
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1229107475706
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1229107476359
