what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1228954956464
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1228954976266
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1228954981460
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1228954992483
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228954993458
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228955151322
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228955161928
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228955162862
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228955163062
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228955224413
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1228955298138
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1228955299634
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228955309748
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228955336830
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1228955356953
executed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.edit.text.java.toggle.comment,1228955361026
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1228955371546
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.wordPrevious,1228955373246
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1228955379539
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228955382115
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228955383548
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1228955396038
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228955440160
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228955565314
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228955567409
