what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1229177334242
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1229177359711
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1229177393121
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1229177393922
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1229177401422
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229177410405
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229177647271
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229177648202
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229177665264
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1229177667025
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1229177677021
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229177678904
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229177711258
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1229177712804
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229177715084
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229177717048
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1229177719308
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229177732023
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229177754827
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229177761819
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229177963861
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1229177966408
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1229177975086
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1229177976819
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1229177981888
