what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1228957373902
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1228957373966
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1228957374037
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1228957374122
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.selectAll,1228957378638
executed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.edit.text.java.indent,1228957378958
executed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.edit.text.java.organize.imports,1228957380072
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1228957382762
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228957384642
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228957390599
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1228957392781
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228957405013
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1228957406001
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228957406119
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228957415021
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1228957417488
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228957417642
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.refresh,1228957418075
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.refresh,1228957423468
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228957429111
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228957430308
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228957434090
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1228957436513
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228957436663
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228957441556
