what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229114478226
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229114486162
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1229114499191
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229114500643
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229114523595
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229114525308
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229114556054
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.cut,1229114564702
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1229114566941
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineEnd,1229114570133
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.cut,1229114570567
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1229114571966
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1229114572460
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1229114586879
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229114587846
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229114637046
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1229114640033
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1229114643706
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.deletePreviousWord,1229114656041
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1229114678792
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1229114681794
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1229114691090
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229114693949
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229114709349
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1229114730777
